show_id,type,title,date_added,release_year,rating,duration,listed_in,description
s1740,Movie,Christmas with a Prince,"November 4, 2020",2018,TV-PG,86 min,"Comedies, Dramas, Romantic Movies",A dedicated pediatrician reconsiders her feelings for a carefree prince as he secretly recovers from a ski accident alongside her young patients.
s1741,TV Show,Love & Anarchy,"November 4, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives.
s1742,Movie,Miss India,"November 4, 2020",2020,TV-PG,136 min,"Dramas, International Movies","Uprooted to America, an aspiring Indian entrepreneur confronts disapproval, sexism and rivalry as she draws from her culture to start a tea business."
s1743,Movie,Felix Lobrecht: Hype,"November 3, 2020",2020,TV-MA,60 min,Stand-Up Comedy,"Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special."
s1744,Movie,MOTHER,"November 3, 2020",2020,TV-14,127 min,"Dramas, International Movies","Shuhei’s erratic mother feels threatened when he starts to awaken to a world beyond her distorted control, sending the family hurtling towards tragedy."
s1745,Movie,The Beginning of Life,"November 3, 2020",2016,TV-PG,96 min,"Documentaries, International Movies","Scientists, advocates and parents around the world explore how carefully tending to kids' earliest needs can shape the course of human society."
s1746,Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,"November 3, 2020",2020,TV-PG,15 min,Documentaries,"Guillermo del Toro and Alfonso Cuarón discuss fellow Mexican director Fernando Frías de la Parra's award-winning film ""I'm No Longer Here."""
s1747,TV Show,Can You Hear Me?,"November 2, 2020",2020,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",Three friends in a low-income neighborhood find humor and hope in their lives as they grapple with bad boyfriends and their dysfunctional families.
s1748,Movie,Prospect,"November 2, 2020",2018,R,100 min,"Sci-Fi & Fantasy, Thrillers",A father and daughter travel to an alien moon in search of a valuable gem but are forced to alter their plans when a nefarious outlaw gets involved.
s1749,TV Show,60 Days In,"November 1, 2020",2019,TV-MA,1 Season,Reality TV,"Recruited by a sheriff, volunteers infiltrate county prisons to expose corruption and crime from within the system in this docuseries."
s1750,Movie,Christmas Break-In,"November 1, 2020",2019,TV-PG,87 min,"Children & Family Movies, Comedies","Stranded at school before holiday break, a precocious girl gets into the spirit of saving when a trio of robbers trespass and hold the janitor hostage."
s1751,TV Show,Dawson's Creek,"November 1, 2020",2002,TV-14,6 Seasons,"Romantic TV Shows, TV Dramas, Teen TV Shows","This nighttime soap about a group of close-knit teens frankly depicts the issues of adolescence that obsess young adults, including sex, sex and sex."
s1752,Movie,Elf Pets: A Fox Cub’s Christmas Tale,"November 1, 2020",2020,TV-Y,28 min,Children & Family Movies,An elite team of elves – and their furry fox cub friends – help bring the Christmas spirit to a boy whose mom may not make it home for the holidays.
s1753,Movie,Elf Pets: Santa’s Reindeer Rescue,"November 1, 2020",2020,TV-Y,27 min,Children & Family Movies,"Determined to help Santa get ready for his merry rounds of gift-giving, a team of special elves wrangles in more reindeer and much-needed holiday magic."
s1754,Movie,Elliot the Littlest Reindeer,"November 1, 2020",2018,PG,90 min,Children & Family Movies,"When Blitzen suddenly retires, a miniature horse determined to join Santa's reindeer team faces fierce competition in the North Pole tryouts."
s1755,TV Show,Forged in Fire,"November 1, 2020",2019,TV-14,1 Season,Reality TV,Bladesmiths vie for a cash prize by forging the best metal weapons from the pages of history in this competition series featuring expert judges.
s1756,TV Show,Leah Remini: Scientology and the Aftermath,"November 1, 2020",2018,TV-14,3 Seasons,Docuseries,Former Scientology members share detailed accounts of alleged abuse and harassment by the Church in this docuseries from actress Leah Remini.
s1757,TV Show,LEGO Jurassic World: Legend of Isla Nublar,"November 1, 2020",2019,TV-Y,1 Season,Kids' TV,"At Jurassic Park, a velociraptor handler and an operations manager tackle crises of epic proportions as they try to prevent dinosaur-sized disasters."
s1758,TV Show,LEGO Jurassic World: Secret Exhibit,"November 1, 2020",2018,TV-Y,1 Season,Kids' TV,A can-do problem solver teams up with a rugged animal behaviorist to transport a trio of dinosaurs across the park to a super-secret exhibit.
s1759,TV Show,LEGO Ninjago,"November 1, 2020",2020,TV-Y7,2 Seasons,Kids' TV,"While fighting foes across Ninjago City and beyond, the ninjas embark on new quests and gain newfound allies as the power of their friendship is tested."
s1760,TV Show,LEGO Ninjago: Masters of Spinjitzu,"November 1, 2020",2019,TV-Y7,10 Seasons,Kids' TV,"Kai, Jay, Cole and Zane must master their elemental powers and Spinjitzu weapons to protect the land of Ninjago, which also has an underworld."
s1761,TV Show,LEGO: CITY Adventures,"November 1, 2020",2019,TV-Y,1 Season,"Kids' TV, TV Comedies","In a boomtown built on fun, friendship and wacky mischief, a quirky crew of cops and firefighters work hard to preserve the peace and awesomeness."
s1762,Movie,Little Monsters,"November 1, 2020",1989,PG,102 min,"Children & Family Movies, Comedies","Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends."
s1763,Movie,Mile 22,"November 1, 2020",2018,R,94 min,Action & Adventure,"An officer in a top-secret CIA unit leads his team in escorting a prized intelligence asset to safety, with enemy forces hot on their trail."
s1764,Movie,Piercing,"November 1, 2020",2018,R,81 min,"Dramas, Independent Movies, Thrillers",A family man plots to kill a spellbinding sex worker but ends up in a psychosexual exercise to outwit his twisted target.
s1765,Movie,Snowden,"November 1, 2020",2016,R,134 min,"Dramas, Thrillers",This thriller traces Edward Snowden's journey from Army recruit to disillusioned government analyst bent on exposing vast U.S. surveillance programs.
s1766,TV Show,The Garfield Show,"November 1, 2020",2018,TV-Y,4 Seasons,"Kids' TV, TV Comedies","Lazy, lasagna-loving fat cat Garfield lives life on his own terms, which includes teasing his geeky owner, Jon, and tormenting dimwitted dog Odie."
s1767,TV Show,The Good Detective,"November 1, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","When doubts rise about a five-year-old murder conviction, a veteran detective partners with a young hotshot to hunt down the case's hidden truths."
s1768,Movie,The Impossible,"November 1, 2020",2012,PG-13,114 min,Dramas,"Tracking one family's harrowing experiences, this gripping drama depicts the chaos generated by the massive 2004 tsunami in Southeast Asia."
s1769,Movie,The Next Karate Kid,"November 1, 2020",1994,PG,107 min,"Action & Adventure, Dramas, Sports Movies","In Boston, karate master Mr. Miyagi finds a new pupil in troubled teen Julie Pierce when she gets bullied by a group of relentless classmates."
s1770,TV Show,Voice,"November 1, 2020",2018,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows","A deft detective whose wife is killed by a serial murderer teams up with a rookie cop, a gifted voice profiler dealing with her own father’s murder."
s1771,Movie,Wheels of Fortune,"November 1, 2020",2020,R,107 min,"Comedies, Sports Movies","To claim a big inheritance, a down-on-his-luck mechanic must win a series of competitions as outlined in his birth father's will."
s1772,TV Show,Afronta! Facing It!,"October 31, 2020",2017,TV-PG,1 Season,"Docuseries, International TV Shows","This docuseries spotlights Afro-Brazilian thinkers sharing their individual journeys and discussing representation, entrepreneurship and community."
s1773,Movie,The 12th Man,"October 31, 2020",2018,TV-MA,130 min,"Action & Adventure, Dramas, International Movies","Based on true events, this story follows a Norwegian saboteur’s harrowing struggle to reach safety after escaping a Nazi attack during World War II."
s1774,TV Show,Zumbo's Just Desserts,"October 31, 2020",2019,TV-PG,1 Season,"International TV Shows, Reality TV","Dessert wizard Adriano Zumbo looks for the next “Willy Wonka” in this tense competition that finds skilled amateurs competing for a $100,000 prize."
s1775,Movie,Hidden in Plain Sight,"October 30, 2020",2019,TV-14,87 min,"Dramas, Independent Movies, Thrillers",A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had.
s1776,Movie,His House,"October 30, 2020",2020,TV-14,93 min,"Horror Movies, Independent Movies","As a young couple from war-torn South Sudan seeks asylum and a fresh start in England, they’re tormented by a sinister force living in their new home."
s1777,Movie,In Line,"October 30, 2020",2017,TV-14,114 min,"Dramas, International Movies","A convicted murderer gets out of prison and reunites with his wife, who is plotting revenge against him after years of physical and emotional abuse."
s1778,Movie,Kaali Khuhi,"October 30, 2020",2020,TV-14,91 min,"Horror Movies, International Movies","When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl."
s1779,TV Show,Kongsuni and Friends,"October 30, 2020",2020,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",A bright-eyed girl and her magical owl sidekick find adventure when enchanting powers and creative ideas lead to important lessons.
s1780,TV Show,Marvel's Agents of S.H.I.E.L.D.,"October 30, 2020",2020,TV-14,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy","Agent Phil Coulson, seen in action in Marvel's The Avengers, assembles a team of top S.H.I.E.L.D. agents to investigate bizarre threats."
s1781,Movie,Rogue City,"October 30, 2020",2020,TV-MA,116 min,"Dramas, International Movies, Thrillers","Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands."
s1782,TV Show,Somebody Feed Phil,"October 30, 2020",2020,TV-14,4 Seasons,"Docuseries, Reality TV","""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more."
s1783,TV Show,Suburra: Blood on Rome,"October 30, 2020",2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican."
s1784,Movie,The Day of the Lord,"October 30, 2020",2020,TV-MA,93 min,"Horror Movies, International Movies","In this horror movie, a retired priest haunted by his sins is pulled back into the darkness when a friend begs him to help his possessed daughter."
s1785,Movie,Pagpag: Nine Lives,"October 29, 2020",2013,TV-14,106 min,"Horror Movies, International Movies","After ignoring superstitions, a group of teenagers find themselves in a fight for their lives when they are haunted — and hunted — by an evil spirit."
s1786,Movie,Holidate,"October 28, 2020",2020,TV-MA,105 min,"Comedies, Romantic Movies","Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way."
s1787,Movie,La Gran Ilusión,"October 28, 2020",2016,TV-14,50 min,International Movies,"Known as ""El Mago Pop,"" illusionist Antonio Díaz shocks and awes celebrities and bystanders around the world with his mind-blowing performances."
s1788,Movie,Metallica Through The Never,"October 28, 2020",2013,R,93 min,Music & Musicals,"As heavy metal band Metallica tears up the stage, a young roadie is sent on an urgent errand. But his mission soon takes a surreal turn."
s1789,Movie,Nobody Sleeps in the Woods Tonight,"October 28, 2020",2020,TV-MA,103 min,"Horror Movies, International Movies","Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever."
s1790,Movie,Secrets of the Saqqara Tomb,"October 28, 2020",2020,TV-PG,114 min,Documentaries,"After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the extraordinary find."
s1791,TV Show,Blood of Zeus,"October 27, 2020",2020,TV-MA,1 Season,Anime Series,"A commoner living in ancient Greece, Heron discovers his true heritage as a son of Zeus, and his purpose: to save the world from a demonic army."
s1792,TV Show,Chico Bon Bon: Monkey with a Tool Belt,"October 27, 2020",2020,TV-Y,4 Seasons,Kids' TV,"Armed with tools and engineering smarts, monkey mechanic Chico Bon Bon and his Fix-It Force help the people of Blunderburg solve all of their problems."
s1793,Movie,Guillermo Vilas: Settling the Score,"October 27, 2020",2020,TV-14,95 min,"Documentaries, International Movies, Sports Movies","An Argentine journalist strives to prove that his countryman, tennis star Guillermo Vilas, was wrongly denied the No. 1 world ranking in the 1970s."
s1794,Movie,Sarah Cooper: Everything's Fine,"October 27, 2020",2020,TV-MA,50 min,Comedies,"Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests."
s1795,TV Show,The Devil Punisher,"October 26, 2020",2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Mysteries","A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance."
s1796,Movie,Ajab Prem Ki Ghazab Kahani,"October 25, 2020",2009,TV-14,150 min,"Comedies, International Movies, Music & Musicals","A young man's obsession with making others happy drives him to help the girl he loves marry someone else, then try to win her heart."
s1797,Movie,Black '47,"October 24, 2020",2018,R,100 min,"Action & Adventure, Dramas, Independent Movies","When the Great Famine ravages his beloved country, a battle-hardened Irishman deserts the British Empire and exacts revenge on the tyrants responsible."
s1798,Movie,I Am Woman,"October 24, 2020",2019,TV-MA,117 min,"Dramas, Music & Musicals","In the 1960s, Australian singer Helen Reddy struggles with misogyny in the music business — until she records an anthem for the women's movement."
s1799,Movie,Alice Junior,"October 23, 2020",2019,TV-MA,87 min,"Comedies, International Movies, LGBTQ Movies","In a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss."
s1800,TV Show,Barbarians,"October 23, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash."
s1801,TV Show,Move,"October 23, 2020",2020,TV-MA,1 Season,"Docuseries, International TV Shows",Discover the brilliant dancers and choreographers who are shaping the art of movement around the world in this documentary series.
s1802,Movie,Over the Moon,"October 23, 2020",2020,PG,100 min,"Children & Family Movies, Music & Musicals","Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess."
s1803,Movie,Shattered Memories,"October 23, 2020",2018,TV-14,86 min,"Dramas, Thrillers","When her former lover's mysteriously murdered, a woman must clear her name – and avoid the killer."
s1804,TV Show,Stolen Away,"October 23, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Searching for his kidnapped daughter, Antonio sets off a series of events affecting scores of people when he maneuvers to be sent to prison in Colombia."
s1805,TV Show,The Queen's Gambit,"October 23, 2020",2020,TV-MA,1 Season,TV Dramas,"In a 1950s orphanage, a young girl reveals an astonishing talent for chess and begins an unlikely journey to stardom while grappling with addiction."
s1806,Movie,Bending the Arc,"October 22, 2020",2017,TV-MA,102 min,Documentaries,This documentary follows a group of ambitious advocates whose mission to save lives in Haiti turns into a global fight for health care and justice.
s1807,Movie,Cadaver,"October 22, 2020",2020,TV-MA,87 min,"Horror Movies, International Movies","When a peculiar hotel dinner show draws crowds during a postapocalyptic famine, one family discovers they'll pay much more than the price of admission."
s1808,Movie,Exes Baggage,"October 22, 2020",2018,TV-MA,103 min,"Dramas, International Movies, Romantic Movies","After years apart, a former couple reunites and gets reacquainted with the pains of love as they work to heal wounds from the past."
s1809,Movie,Fisherman's Friends,"October 22, 2020",2019,PG-13,112 min,"Comedies, Dramas, Music & Musicals","Sea shanties have long united 10 Cornish fishermen, but when their chants sail to the music charts, their friendship is kept at bay."
s1810,Movie,The Hows of Us,"October 22, 2020",2018,TV-14,120 min,"Dramas, International Movies, Romantic Movies","A young couple's house was once a happy home. But with one as the breadwinner and the other looking for a big break, can love still live here?"
s1811,Movie,The Hummingbird Project,"October 22, 2020",2018,R,111 min,"Dramas, Independent Movies","After discovering a shortcut that gives them a technological advantage, two cousins look to earn their big score by outracing a massive corporation."
s1812,Movie,"Yes, God, Yes","October 22, 2020",2020,R,78 min,"Comedies, Dramas, Independent Movies","A devoutly religious teen grapples with her own sexual awakening, and attends a Catholic school retreat in the hopes of suppressing her newfound urges."
s1813,Movie,Brave Blue World: Racing to Solve Our Water Crisis,"October 21, 2020",2020,TV-PG,51 min,"Documentaries, International Movies","From reuse to energy generation, new innovations across five continents are explored in this documentary about building a future for sustainable water."
s1814,TV Show,My Next Guest Needs No Introduction With David Letterman,"October 21, 2020",2020,TV-MA,3 Seasons,Stand-Up Comedy & Talk Shows,TV legend David Letterman teams up with fascinating global figures for in-depth interviews and curiosity-fueled excursions in this monthly talk show.
s1815,Movie,Rebecca,"October 21, 2020",2020,PG-13,123 min,"Dramas, Romantic Movies, Thrillers","A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife."
s1816,Movie,The Magic School Bus Rides Again The Frizz Connection,"October 20, 2020",2020,TV-Y,46 min,Children & Family Movies,"Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus!"
s1817,Movie,Tremors: Shrieker Island,"October 20, 2020",2020,PG-13,102 min,"Action & Adventure, Horror Movies","When massive mutant creatures infiltrate an island nature preserve, scientists recruit a legendary monster hunter to battle the beasts."
s1818,Movie,Beirut Oh Beirut,"October 19, 2020",1975,TV-14,106 min,"Classic Movies, Dramas, International Movies","In the aftermath of the 1967 Arab-Israeli War, four young Lebanese navigate their existence along rapidly transforming political lines."
s1819,Movie,Bosta,"October 19, 2020",2005,TV-14,112 min,"Dramas, International Movies, Music & Musicals","After 15 years in France, Kamal returns to his native Beirut and reassembles his dance crew, striving to modernize traditional Dabke routines."
s1820,Movie,Ghadi,"October 19, 2020",2013,TV-MA,101 min,"Comedies, Dramas, International Movies","When the father of a boy with Down syndrome resists his neighbors' efforts to have the child institutionalized, miraculous events begin to occur."
s1821,Movie,Heritages,"October 19, 2020",2014,TV-14,96 min,"Documentaries, International Movies","After being forced to leave his country three times, a Lebanese film director traces his roots and analyzes key moments of the nation's history."
s1822,Movie,Listen,"October 19, 2020",2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies","A sound engineer falls for a model but after an unfortunate accident, he fights to save their love by triggering her senses."
s1823,Movie,Out of Life,"October 19, 2020",1991,TV-MA,94 min,"Classic Movies, Dramas, Independent Movies","Kidnapped by guerrillas in Beirut, a French photojournalist refuses to yield his dignity despite being tortured and brainwashed by his captors."
s1824,Movie,Panoptic,"October 19, 2020",2017,TV-MA,69 min,"Documentaries, International Movies",This documentary dissects Lebanon's present-day paradoxes stemming from years of conflict as the director attempts to reconcile with her nation's past.
s1825,Movie,Taxi Ballad,"October 19, 2020",2012,TV-MA,81 min,"Dramas, International Movies",A taxi driver new to Beirut forms an unlikely bond with a bored American Pilates instructor who loves hearing him tell stories about his past.
s1826,Movie,The Kite,"October 19, 2020",2003,TV-MA,76 min,"Dramas, International Movies, Romantic Movies","In an occupied village, a teen girl is set to wed a stranger. But when she crosses over to meet her betrothed, her heart gets entangled at the border."
s1827,Movie,The Little Wars,"October 19, 2020",1982,TV-14,108 min,"Dramas, Independent Movies, International Movies","Beirut resident Soraya is drawn to two men: daredevil photographer Nabil and Talal, who must embrace his feudal heritage when his father is kidnapped."
s1828,Movie,Under the Bombs,"October 19, 2020",2007,TV-MA,94 min,"Dramas, Independent Movies, International Movies",A mother arrives in war-torn Lebanon looking for her missing son in the South as a cab driver agrees to escort her on her dangerous trip.
s1829,TV Show,Unsolved Mysteries,"October 19, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, Docuseries","Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series."
s1830,Movie,West Beirut,"October 19, 2020",1999,TV-MA,106 min,"Dramas, International Movies","Three intrepid teens roam the streets of Beirut in the midst of civil war, filming on a Super 8 camera and reckoning with the pains of growing up."
s1831,Movie,What Did I Mess,"October 19, 2020",2018,TV-14,98 min,"Comedies, International Movies, Romantic Movies","In an attempt to get her ex to propose, Nayla hosts a gathering to introduce him to her new suitor — only for the party to turn into a hellish occasion."
s1832,Movie,Whispers,"October 19, 2020",1980,TV-14,93 min,"Documentaries, International Movies","With her home devastated by war, a Lebanese poet takes a cross-country road trip, looking for glimmers of hope through nostalgic memories and verse."
s1833,Movie,Zozo,"October 19, 2020",2005,TV-MA,99 min,"Dramas, International Movies","When Lebanon's Civil War deprives Zozo of his family, he's left with grief and little means as he escapes to Sweden in search of his grandparents."
s1834,Movie,ParaNorman,"October 18, 2020",2012,PG,93 min,"Children & Family Movies, Comedies","When an army of zombies invades a small town, it's up to an odd local boy with a knack for communicating with the dead to save the day."
s1835,TV Show,Start-Up,"October 18, 2020",2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.
s1836,Movie,I Am Vengeance: Retaliation,"October 17, 2020",2020,R,82 min,Action & Adventure,"To clear his criminal record, an ex-special forces soldier agrees to lead a team to retrieve a double-crossing mercenary and deliver him to justice."
s1837,Movie,Disconnect,"October 16, 2020",2018,TV-MA,107 min,"Comedies, International Movies, Romantic Movies",A group of singletons stumbles through the wild dating scene in Nairobi as two friends wonder if their relationship is more than platonic.
s1838,TV Show,Grand Army,"October 16, 2020",2020,TV-MA,1 Season,"TV Dramas, Teen TV Shows","Five students at the largest public high school in Brooklyn take on a chaotic world as they fight to succeed, survive, break free and seize the future."
s1839,Movie,In a Valley of Violence,"October 16, 2020",2016,R,104 min,Action & Adventure,"After a quiet drifter is met with violence and bullying in a small town, he finds himself enmeshed in a vengeful struggle with the local marshal."
s1840,TV Show,La Révolution,"October 16, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","In a reimagined history, a mysterious disease besets 18th century France, culminating in a brutal clash between rebels and the aristocracy."
s1841,TV Show,Someone Has to Die,"October 16, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences."
s1842,TV Show,The Last Kids on Earth,"October 16, 2020",2020,TV-Y7,3 Seasons,"Kids' TV, TV Comedies","When zombies and monsters invade his hometown, a scrappy 13-year-old orphan teams up with his friends in hopes of surviving the chaos."
s1843,Movie,The Trial of the Chicago 7,"October 16, 2020",2020,R,130 min,Dramas,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.
s1844,Movie,Unfriended,"October 16, 2020",2014,R,83 min,"Horror Movies, Thrillers",Six teens whose cyberbullying drove their classmate to kill herself become the target of an online stalker with a lethal agenda.
s1845,Movie,A Babysitter's Guide to Monster Hunting,"October 15, 2020",2020,TV-PG,99 min,Children & Family Movies,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween."
s1846,Movie,Batman: The Killing Joke,"October 15, 2020",2016,R,77 min,Action & Adventure,The Joker makes life hell for the Gordon family in a monstrous attempt to prove to Batman that one bad day can drive a good man to madness.
s1847,Movie,El-Khawaga's Dilemma,"October 15, 2020",2018,TV-14,94 min,"Action & Adventure, Comedies, International Movies","After a car crash, sparks fly for a financially struggling man and the daughter of a business tycoon, unraveling dark secrets and loose ends."
s1848,TV Show,Fireman Sam,"October 15, 2020",2018,TV-Y,4 Seasons,"British TV Shows, Kids' TV","Sharing valuable lessons in fire safety for preschoolers, Fireman Sam and his animated crew from Pontypandy, Wales, are ready for any emergency."
s1849,TV Show,Half & Half,"October 15, 2020",2005,TV-14,4 Seasons,TV Comedies,"After two estranged half-sisters in their twenties find their lives suddenly entwined, they grow closer as they get to know more about each other."
s1850,Movie,Kartini: Princess of Java,"October 15, 2020",2017,TV-PG,118 min,"Dramas, International Movies",A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.
s1851,Movie,Love Like the Falling Rain,"October 15, 2020",2020,TV-14,87 min,"Dramas, International Movies, Romantic Movies","Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident."
s1852,TV Show,One on One,"October 15, 2020",2006,TV-14,5 Seasons,"TV Comedies, Teen TV Shows","When his ex-wife lands a job abroad, athlete-turned-sportscaster Flex Washington assumes full-time custody of their teenage daughter, Breanna."
s1853,TV Show,Power Rangers Beast Morphers,"October 15, 2020",2020,TV-Y7,2 Seasons,Kids' TV,A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.
s1854,Movie,Rooting for Roona,"October 15, 2020",2020,TV-PG,42 min,"Documentaries, International Movies","In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey."
s1855,TV Show,Social Distance,"October 15, 2020",2020,TV-MA,1 Season,"TV Comedies, TV Dramas","Filmed in isolation, this narrative anthology series features both dark and funny takes on how people strive to stay connected while staying apart."
s1856,Movie,A Choo,"October 14, 2020",2020,TV-14,101 min,"Action & Adventure, International Movies, Romantic Movies","Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain."
s1857,Movie,BLACKPINK: Light Up the Sky,"October 14, 2020",2020,TV-14,80 min,"Documentaries, Music & Musicals",Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.
s1858,Movie,The Three Deaths of Marisela Escobedo,"October 14, 2020",2020,TV-MA,110 min,"Documentaries, International Movies",This documentary examines a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.
s1859,Movie,Fida,"October 13, 2020",2004,TV-14,117 min,"International Movies, Romantic Movies, Thrillers",An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama.
s1860,Movie,Octonauts & the Great Barrier Reef,"October 13, 2020",2020,TV-Y,47 min,Children & Family Movies,"In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend’s fragile reef home."
s1861,TV Show,The Cabin with Bert Kreischer,"October 13, 2020",2020,TV-MA,1 Season,"Reality TV, TV Comedies","Fast-living comic Bert Kreischer heads to a cabin for some self-care and invites his funny friends to join his quest to cleanse his mind, body and soul."
s1862,Movie,Dil,"October 12, 2020",1990,TV-14,165 min,"Comedies, Dramas, International Movies",A miser’s scheme to set his son up with a millionaire’s daughter backfires when the two actually fall in love — just as his sly charade is revealed.
s1863,Movie,Disco Dancer,"October 12, 2020",1982,TV-14,134 min,"Cult Movies, Dramas, International Movies","A poor boy grows up to be a famous disco dancer, hoping to use his art to exact revenge on the millionaire who once framed him and his mother for theft."
s1864,Movie,Hunterrr,"October 12, 2020",2015,TV-MA,140 min,"Comedies, International Movies, Romantic Movies",A sex-obsessed young man tries to put his past behind him when he falls for an extraordinary woman who makes him want to change his lifestyle.
s1865,TV Show,Kipo and the Age of Wonderbeasts,"October 12, 2020",2020,TV-Y7,3 Seasons,"Kids' TV, TV Comedies","Making her way through a world of mutant animals, a sheltered yet scrappy girl learns how to survive – and get home – with help from her ragtag crew."
s1866,Movie,Phir Hera Pheri,"October 12, 2020",2006,TV-14,150 min,"Comedies, International Movies","Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster."
s1867,Movie,The Legend of Bhagat Singh,"October 12, 2020",2002,TV-14,156 min,"Dramas, International Movies","This biopic chronicles the life and times of iconic Indian revolutionary Bhagat Singh, who led an armed resistance against the British in the 1920."
s1868,Movie,House of the Witch,"October 11, 2020",2017,TV-MA,86 min,Horror Movies,A group of daring teens finds themselves in a fight for their lives inside a haunted house when a sinister spirit crashes their Halloween party.
s1869,TV Show,Deaf U,"October 9, 2020",2020,TV-MA,1 Season,Docuseries,"In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University."
s1870,Movie,Ginny Weds Sunny,"October 9, 2020",2020,TV-MA,126 min,"Comedies, International Movies, Romantic Movies","Eager to marry but constantly rejected by women, a bachelor hopes to win over a former crush by accepting help from an unlikely source: her mother."
s1871,Movie,My Step Dad: The Hippie,"October 9, 2020",2018,TV-MA,100 min,"Comedies, International Movies","When three adult siblings meet the offbeat man who their widowed mom fawns over, they take drastic actions to stop them from ever getting married."
s1872,Movie,Super Monsters: Dia de los Monsters,"October 9, 2020",2020,TV-Y,25 min,Children & Family Movies,"The Super Monsters celebrate Día de los Muertos in Vida’s hometown with her magical family, some new monster friends and a spook-tacular parade!"
